[-0.17752935  1.70303897],1
[1.12605697 1.99323234],1
[-1.67923195 -1.84781716],0
[-1.63652449 -1.66345132],0
[ 1.29924445 -0.89710444],0
[0.97936289 1.82125492],1
[ 1.36800816 -2.12001668],0
[1.75463946 1.72997658],1
[ 1.22382903 -2.04381768],0
[-0.62062603  2.32793809],1
[ 1.47995299 -1.89697376],0
[-1.07480266  2.05551394],1
[1.54378791 1.64050984],1
[ 0.89052047 -2.90703287],0
[1.2448134  0.62501814],1
[ 0.39246584 -2.37599384],0
[-1.15705557 -0.85721383],0
[1.11778736 1.16450437],1
[-1.69159222  1.84114384],1
[1.61803295 2.29995137],1
[-1.22871962 -0.99713779],0
[-1.29693886  2.02598427],1
[-1.72732061 -1.87258729],0
[0.70869597 0.97514375],1
[ 1.18591664 -2.25929451],0
[-1.87880618 -2.14898526],0
[2.6559016 2.8245505],1
[-2.52539024  0.61376799],1
[-1.00333476  1.84253442],1
[2.1376225  0.31152091],0
[ 1.03538269 -1.63173692],0
[1.6837956  1.95744203],1
[-1.16549021 -0.90775273],0
[-0.02255248  0.58508666],1
[0.3501711 2.4371824],1
[1.67310148 1.68414859],1
[-1.18880122  2.0740039 ],1
[-0.17021851  2.503991  ],1
[-2.91033926 -0.42547384],1
[-1.53407602  0.81970668],1
[-2.1974293  -2.97705456],0
[0.78639895 2.48786949],1
[-2.69012208  0.28125751],1
[1.17583177 0.36114014],1
[ 0.91294387 -1.97620588],0
[ 0.66754274 -3.3914893 ],0
[-2.07363458  0.3543389 ],1
[0.73519475 1.04423933],1
[-0.56652046  1.51414122],1
[-2.04929685 -2.69495002],0
[ 1.87330714 -1.14527127],0
[1.23176515 1.222647  ],1
[ 1.74075817 -1.24991977],0
[1.43829952 1.71222104],1
[ 1.2872922  -1.60742953],0
[ 2.05092919 -0.24135142],0
[1.28465193 0.83654117],1
[ 1.80504478 -1.9385213 ],0
[ 1.73577678 -1.75143721],0
[-2.25649963  1.49450551],1
[0.25975648 1.82998483],1
[-1.83500393  0.90294759],1
[1.98789356 0.21897884],0
[ 2.35661521 -0.67846283],0
[-1.00478278  1.63934248],1
[ 1.72471959 -0.73989849],0
[ 1.80270947 -1.35771765],0
[-1.96600337 -2.44159933],0
[0.2268098  0.55843941],1
[-1.96457539  1.09381883],1
[-2.7312041   0.47338336],1
[ 1.63410773 -0.89524297],0
[-1.3311313 -1.2828163],0
[-2.48188418  0.79980577],1
[-2.31369001  1.00862103],1
[ 2.30963766 -0.5940931 ],0
[-1.04040196  2.28587598],1
[-1.46061903  1.48290842],1
[ 1.48916983 -1.87581882],0
[-1.20263644  1.61885205],1
[ 1.65112744 -1.94974173],0
[ 1.84975014 -1.41726618],0
[ 1.82771795 -1.99469939],0
[ 2.14250211 -0.35541043],0
[1.72933418 2.44671694],1
[ 1.80824019 -0.2674887 ],0
[-1.45680773  1.91018677],1
[-2.33326381  0.77932126],1
[ 1.72877794 -0.16020647],0
[-0.96525982  2.17810109],1
[0.8982283  0.71062531],1
[-1.66804984  1.15818041],1
[-0.34063157  2.79263573],1
[-2.21658429  1.17448853],1
[ 0.01825785 -1.62270709],0
[-0.97260407 -0.55445417],0
[-1.7592186  -1.94202963],0
[-1.20369477 -1.00757075],0
[2.9442842  2.09642266],1
[ 0.59605136 -3.56385019],0
[-1.4351608   1.59045729],1
[-1.38600612 -1.40671337],0
[ 1.0693494  -1.82251262],0
[-1.99303126  0.90608421],1
[ 1.2534713  -2.14863698],0
[-0.92833802 -0.51168026],0
[1.29479505 1.93569649],1
[2.65531248 1.63246631],1
[1.05526989 2.77136738],1
[ 2.52049614 -0.08696915],1
[1.41534018 2.84960148],1
[-1.40715251 -1.22827067],0
[-2.12186374  0.65150809],1
[ 2.05633805 -0.54173884],0
[1.23303058 1.92627931],1
[1.56790622 0.73229987],1
[-1.56268291 -1.74577888],0
[-1.52325347  1.59363027],1
[2.22263105 1.1235212 ],1
[0.62927985 2.11641806],1
[-1.67131756 -1.94918089],0
[-1.56539388 -1.35454089],0
[-1.57457726 -1.54825529],0
[-1.44439319 -1.12005099],0
[ 1.50350646 -2.95687669],0
[-0.31822496  1.21753053],1
[-2.07576848 -2.45884385],0
[-2.49509613  0.25928471],1
[-1.27860138  1.58885479],1
[-1.03015687  1.84666135],1
[-1.15574651 -0.87220321],0
[-1.78715789  0.91404241],1
[1.67537262 1.66743383],1
[2.10135336 3.17354257],1
[-1.5213494  -1.68613486],0
[-1.15042624  1.68202191],1
[3.44321217 3.10809424],1
[ 0.90781259 -1.57809218],0
[ 0.90011304 -2.52261086],0
[-1.49409618 -1.71819357],0
[-1.70777471 -1.97535532],0
[-1.92133083 -2.1885594 ],0
[-1.2074684  -0.86035877],0
[-1.76127815 -2.08544452],0
[ 1.22164958 -1.16599954],0
[2.28869964 1.21255521],1
[-1.93714531 -2.31869139],0
[2.70846356 1.47378329],1
[-1.75187251 -2.01142492],0
[ 1.65937384 -0.98468847],0
[-0.64183342  3.10605447],1
[-1.22679884  1.95310887],1
[-1.7866265 -1.8404384],0
[ 0.86681247 -2.81471418],0
[1.40935827 1.20804154],1
[-0.71338221  2.3103729 ],1
[-1.12720552 -0.5633454 ],0
[-0.86674413 -0.27828249],0
[-1.36038248  1.5183489 ],1
[-1.50517115 -1.53254168],0
[ 0.73358282 -2.01546013],0
[-1.48011132  2.01332064],1
[0.86136756 1.90846347],1
[2.31178022 1.79099477],1
[1.98691732 2.0737064 ],1
[-0.39036454  2.19545326],1
[-2.18988308  0.97048229],1
[-1.57202209  1.04002828],1
[-1.76469393  1.50772465],1
[0.05376731 1.02993657],1
[1.88403225 0.9485161 ],1
[-1.22393346 -0.99484219],0
[-0.78225319 -0.05608306],0
[0.86812757 2.7218289 ],1
[-1.29303115 -1.14795311],0
[1.12749456 2.14820298],1
[0.61898385 1.27525991],1
[-1.81341981 -2.04339205],0
[1.67572739 1.58056966],1
[-0.57795197  2.93709648],1
[2.62409434 1.88082608],1
[-1.08999563 -0.67620199],0
[-1.26023805 -0.98693474],0
[-0.68264137 -0.11067601],1
[ 1.40166928 -1.24225519],0
[-1.34663063 -1.15140342],0
[-1.41951398  2.39018898],1
[0.37712973 0.83216434],1
[-1.21569675  2.23026652],1
[2.2923755 0.1872695],1
[0.76546239 0.33786212],1
[-2.10009683 -2.50139269],0
[1.99284698 1.66730768],1
[-1.88254202 -2.13083053],0
[-1.23902234 -0.91549635],0
[3.70616247 1.12390892],1
[-1.17396409 -0.71053005],0
[-2.49558525 -3.45151725],0
[ 1.72413222 -1.71700646],0
[ 1.50434522 -1.3057752 ],0
[-1.11878698  1.40006768],1
[ 1.47006521 -2.0333364 ],0
[ 1.77887709 -0.81247128],0
[-2.06881027  0.94591974],1
[ 0.79058053 -1.44499048],0
[-1.86804597  1.5724624 ],1
[0.98100584 1.092933  ],1
[ 1.67838784 -0.15537659],0
[-1.09033341  1.86950708],1
[-1.33884798  1.25759697],1
[-1.68238509  0.79784257],1
[-1.20181991 -0.96347847],0
[1.799632  1.7573258],1
[-1.16777395 -0.76212007],0
[3.2740278  3.31963929],1
[-1.77048129 -2.06296356],0
[0.32954818 2.38506635],1
[-0.55123087  0.33749452],0
[-1.87137531 -2.23844158],0
[-2.82964798  0.5363371 ],1
[-0.85009459 -0.29233789],0
[-1.6810433  -1.82358325],0
[-0.93891692 -0.45970274],0
[-1.51221439 -1.48602298],0
[ 1.58094763 -2.27722015],0
[ 0.96349192 -0.6941653 ],0
[ 2.07521814 -1.26425562],0
[ 0.81488426 -1.58267369],0
[1.3864433  0.33753926],1
[0.90972519 3.5013406 ],1
[1.62921684 3.57349008],1
[0.2099007  0.87015234],1
[2.32308293 1.20195357],1
[-1.82192128  1.01235166],1
[2.47858001 0.48568975],0
[ 2.07080598 -0.47935264],0
[-1.17715682 -1.10836097],0
[-2.27817811 -2.81102365],0
[-2.08345658  0.49710171],1
[-1.35414845 -1.17249944],0
[ 1.69505345 -1.97762303],0
[ 1.52004946 -2.50335422],0
[0.66548294 2.9761224 ],1
[-0.94313005 -0.42134276],0
[ 1.40193914 -1.77612304],0
[ 1.9051531  -1.37052372],0
[-1.302876    2.00171306],1
[0.85712973 2.67417325],1
[-1.13283529 -0.80140018],0
[-2.78291588  0.2895175 ],1
[-1.59038357 -1.3855676 ],0
[ 1.9682635  -0.43447643],0
[-1.21616741 -0.94029172],0
[-1.91389619  0.69310472],1
[-1.31072498 -1.23335116],0
[-1.40676829  2.03080221],1
[-0.988456   -0.47657854],0
[-1.92191643  1.07220225],1
[ 0.61040311 -3.33404471],0
[1.26445295 0.94931027],1
[-0.57487319  2.30189497],1
[0.02602475 3.2902622 ],1
[-1.9810985   1.12850288],1
[-1.10166823 -0.61883462],0
[ 1.17113247 -1.17652295],0
[-1.63069057 -1.87652254],0
[-1.98779026 -2.2696753 ],0
[ 1.25458248 -1.36863372],0
[-0.69959203  2.59362215],1
[ 2.22753547 -0.77962478],0
[-0.94003718 -0.48775842],0
[ 1.87549824 -1.19444021],0
[ 0.77858215 -1.40644386],0
[-1.84449961 -2.15920557],0
[-1.76412467  1.52694433],1
[0.66779203 1.01125958],1
[-0.75432597  2.61904315],1
[ 1.18572049 -1.82283296],0
[-1.84508203  1.26132041],1
[0.03851851 1.59026344],1
[ 1.15967083 -1.54842808],0
[-1.68197347 -1.81303897],0
[ 1.35493937 -0.09503245],1
[ 1.09299124 -1.97387898],0
[-0.547744   2.7058887],1
[-1.54020276  1.60373469],1
[-1.37750509 -1.31404716],0
[-1.61260089 -1.84307708],0
[-2.17121708  0.62347132],1
[-0.80543477  2.858789  ],1
[2.32766935 1.17172705],1
[-1.7005799   0.89900565],1
[0.67559378 2.19901962],1
[0.4285056  0.60276211],1
[ 1.32234859 -2.13492324],0
[-1.92348293  1.34798007],1
[ 0.29759942 -2.73327803],0
[2.41473884 2.03758806],1
[-1.47072809  1.0109883 ],0
[-1.40869111 -1.27686573],0
[-2.51839045  0.28791189],1
[ 1.54846994 -2.26187026],0
[-1.54158906 -1.68778149],0
[ 0.39409821 -3.16339918],0
[1.52386282 0.25961865],1
[-1.49013644 -1.59376075],0
[ 2.12483014 -1.92584482],0
[-1.07254744 -0.54511892],0
[2.17974903 1.2442725 ],1
[-2.51359193  1.03553807],1
[-0.75045092 -0.26074239],0
[-1.19214713  2.34218158],1
[-1.19707125 -0.94446418],0
[-0.86044797  1.91470465],1
[-1.61753091 -1.59682709],0
[ 0.27567518 -3.87563975],0
[ 1.00314582 -1.69979496],0
[-1.73334131 -1.91746242],0
[ 0.28951677 -1.90491636],0
[ 2.09317731 -1.22073234],0
[-0.59117532  0.11109108],0
[-1.50887002 -1.71390607],0
[1.26907762 2.6439419 ],1
[-1.32475155 -1.13514731],0
[ 1.15446703 -1.69150232],0
[-1.08467111  1.57108825],1
[ 1.71510495 -0.43619957],0
[0.56423538 1.78336691],1
[-2.22768686 -2.77097217],0
[-1.42670702 -1.43457841],0
[2.17335423 1.31929557],1
[-2.37351164  0.99716354],1
[2.85382633 2.82152566],1
[-1.44556199 -1.30519446],0
[-1.28404716  1.93671424],1
[-2.38279901 -3.2063149 ],0
[-1.60670634 -1.83829767],0
[1.48516215 2.326123  ],1
[ 2.94694894 -1.10563766],0
[2.03292672 1.10560802],1
[0.73298604 1.88009759],1
[ 2.07771801 -0.2703117 ],0
[-1.38769269 -1.27788194],0
[-0.81286891  1.89488256],1
[0.51639256 1.9290293 ],1
[ 1.8472835  -1.91460718],0
[ 1.35698922 -2.69186211],0
[ 1.96209633 -0.43605556],0
[0.02405699 0.44361277],1
[1.52748117 2.54756044],1
[-1.3999802  -1.39140022],0
[ 1.38467597 -2.55789878],0
[ 2.4543922  -0.79931466],0
[2.21575999 2.14168287],1
[-0.93863209  1.8385929 ],1
[-0.93873868  1.36113828],1
[-1.26013472  1.74110675],1
[-1.04497487 -0.68040925],0
[0.99134415 0.03346493],1
[-0.88733914  1.22038023],1
[-1.4889593   1.79867074],1
[ 1.84828903 -1.68775955],0
[-1.99657416 -2.33064492],0
[-1.81595526  1.15124189],1
[ 1.91352072 -2.12127068],0
[ 1.95136662 -0.94993327],0
[ 0.5999313  -1.70946721],0
[0.90917543 1.22353617],1
[-1.48998998 -1.73512324],0
[-0.62693652  0.0123223 ],0
[1.58213482 1.77266909],1
[ 0.83343538 -2.4621806 ],0
[1.38964934 2.37844611],1
[ 1.16588862 -0.68806859],1
[0.43980899 0.97817183],1
[-1.5529746  -1.67900438],0
[-1.60532663  1.30723148],1
[-2.02761934 -2.61513656],0
[-2.53387862  0.80214875],1
[-1.6408581   0.87018623],1
[-1.53554445 -1.30069543],0
[-1.82421166 -2.20838915],0
[1.57775844 0.19376388],1
[ 1.24200459 -2.08813761],0
[ 0.89194677 -2.53077029],0
[1.30827378 1.93162631],1
[-3.08129802  0.17069486],1
[1.38700993 0.40142883],1
[1.49053359 1.07182868],1
[-0.97124083 -0.50350749],0
[-1.36668439  1.48813121],1
[ 1.44539228 -2.85128021],0
